Symbol,TimeFrame,Date,Close,EMA_3,EMA_9,EMA_20,EMA_34,PPO_Line,PPO_Signal,PMO_Line,PMO_Signal,TR_Status
AAPL,Daily,2025-05-12,210.79,210.79,210.79,210.79,210.79,0.0,0.0,,,Neutral
AAPL,Daily,2025-05-13,212.93,211.86,211.21800000000002,210.99380952380952,210.9122857142857,0.08092602494255961,0.016185204988511923,10.152284263959421,10.152284263959421,Neutral Buy
AAPL,Daily,2025-05-14,212.33,212.09500000000003,211.44040000000004,211.1210657596372,210.99329795918368,0.12065929982792314,0.03708002395639417,10.083659334229306,10.13980700400849,Neutral
AAPL,Daily,2025-05-15,211.45,211.7725,211.44232000000002,211.15239283014793,211.0193952186589,0.11716679586697512,0.05309737833851036,9.949738288991835,10.105249055823645,Neutral
AAPL,Daily,2025-05-16,211.26,211.51625,211.40585600000003,211.1626411320386,211.03314406330696,0.1059213046323704,0.06366216359728237,9.777904719290948,10.04573190372679,Neutral
AAPL,Daily,2025-05-19,208.78,210.148125,210.88068480000004,210.9357229289873,210.90439297397512,0.002192297126527286,0.05136819030313136,9.517226859503305,9.949640077504338,Neutral Sell
AAPL,Daily,2025-05-20,206.86,208.5040625,210.07654784000005,210.54755884051232,210.6732848040337,-0.15200167838674764,0.010694216565155564,9.195465037365244,9.812517342933594,Neutral
AAPL,Daily,2025-05-21,202.09,205.29703125,208.47923827200006,209.74207704617783,210.18281138666035,-0.4531006438067133,-0.08206475550921821,8.749861476082907,9.619307185324377,Neutral
AAPL,Daily,2025-05-22,201.36,203.32851562500002,207.05539061760004,208.9437839941609,209.67865073599404,-0.7133857260680891,-0.2083289496209924,8.303686404177482,9.380103406934031,Neutral
AAPL,Daily,2025-05-23,195.27,199.2992578125,204.69831249408006,207.64151885185987,208.8552992653658,-1.1458648367218023,-0.3958361270411544,7.7184731818752805,9.077988820559712,Neutral
AAPL,Daily,2025-05-27,200.21,199.75462890625,203.80064999526405,206.93375515168273,208.36128216448773,-1.2833610425734712,-0.5733411101476178,7.311425014295745,8.756795401238989,Neutral
AAPL,Daily,2025-05-28,200.42,200.08731445312497,203.12451999621126,206.31339751818916,207.9074946122313,-1.3693619258482594,-0.7325452732877462,6.930468371851406,8.424735941350336,Neutral
AAPL,Daily,2025-05-29,199.95,200.01865722656248,202.48961599696904,205.707359659314,207.4527806343895,-1.4403312377134985,-0.8741024661728967,6.555864977838737,8.084941220711864,Neutral
AAPL,Daily,2025-05-30,200.85,200.43432861328125,202.16169279757526,205.24475397747457,207.07547888385298,-1.444994536000519,-0.9882808801384212,6.224895730063263,7.746751131503027,Neutral
AAPL,Daily,2025-06-02,201.7,201.06716430664062,202.0693542380602,204.90715836057223,206.76830866191852,-1.3992178553097572,-1.0704682751726886,5.931539035327545,7.41671256856203,Neutral
AAPL,Daily,2025-06-03,203.27,202.1685821533203,202.30948339044818,204.7512385167082,206.5684053098089,-1.2859406577808168,-1.1135627516943143,5.690667036105879,7.102886108115456,Neutral
AAPL,Daily,2025-06-04,202.82,202.49429107666015,202.41158671235854,204.56731103892648,206.35421072067695,-1.2001979177808106,-1.1308897849116135,5.443019950338127,6.80109226124685,Neutral Buy
AAPL,Daily,2025-06-05,200.63,201.56214553833007,202.05526936988684,204.1923290352192,206.02711296520968,-1.205433174761319,-1.1457984628815545,5.145476161963282,6.500071152286201,Neutral Sell
AAPL,Daily,2025-06-06,203.92,202.74107276916504,202.42821549590948,204.16639293662686,205.90670651005485,-1.0666561682148497,-1.1299700039482137,4.950764771635662,6.218379083077012,Neutral Buy
AAPL,Daily,2025-06-09,201.45,202.09553638458252,202.2325723967276,203.9076888474243,205.65203756662314,-1.0428179393828614,-1.1125395910351432,4.694102086538625,5.941237810979123,Neutral Sell
AAPL,Daily,2025-06-10,202.67,202.38276819229125,202.3200579173821,203.78981371909816,205.48163541995893,-0.9643748678316846,-1.0829066463944514,4.481990803965584,5.675920173340297,Neutral Buy
AAPL,Daily,2025-06-11,198.78,200.58138409614563,201.61204633390568,203.31268860299357,205.0986848245327,-1.0451797398248783,-1.0753612650805369,4.175473734124396,5.403111729846497,Neutral Sell
AAPL,Daily,2025-06-12,199.2,199.89069204807282,201.12963706712455,202.92100397413702,204.7616171202737,-1.0805201589446618,-1.076393043853362,3.902642560087938,5.130299153526759,Neutral
AAPL,Daily,2025-06-13,196.45,198.1703460240364,200.19370965369964,202.30471788136205,204.28666757054378,-1.2052767262665618,-1.102169780336002,3.575816644476773,4.847665970063125,Neutral
AAPL,Daily,2025-06-16,198.42,198.2951730120182,199.83896772295972,201.93474474980377,203.95142942365555,-1.2118370183172593,-1.1241032279322534,3.330683284318614,4.571850936291396,Neutral
AAPL,Daily,2025-06-17,195.64,196.9675865060091,198.9991741783678,201.33524524982244,203.47649059944666,-1.3142809644397857,-1.16213877523376,3.029464208357369,4.2914169857579365,Neutral
AAPL,Daily,2025-06-18,196.58,196.77379325300456,198.51533934269426,200.88236474983935,203.08240542233543,-1.3428293097176278,-1.1982768821305336,2.7814663164534448,4.0168805004298465,Neutral
AAPL,Daily,2025-06-20,201.0,198.88689662650228,199.0122714741554,200.89356810699752,202.9634108267734,-1.1735026467354706,-1.193322035051521,2.6738015483541338,3.7726843273251713,Neutral
AAPL,Daily,2025-06-23,201.5,200.19344831325114,199.50981717932433,200.9513235253787,202.87978735095777,-1.0074815181084373,-1.1561539316629044,2.5808168954052553,3.5559811578851863,Neutral Buy
AAPL,Daily,2025-06-24,200.3,200.2467241566256,199.6678537434595,200.8892927134379,202.73237093090302,-0.9137469527870719,-1.107672535887738,2.4561969306738147,3.3560203893013,Neutral
AAPL,Daily,2025-06-25,201.56,200.9033620783128,200.0462829947676,200.95316959787237,202.66537830627996,-0.7796692187632527,-1.042071872462841,2.3699971577583017,3.1767434381116635,Neutral
AAPL,Daily,2025-06-26,201.0,200.9516810391564,200.2370263958141,200.95762963617025,202.57021383163539,-0.6880209176173739,-0.9712616814937477,2.2690998587257507,3.01171733276877,Neutral
AAPL,Daily,2025-06-27,201.08,201.0158405195782,200.4056211166513,200.96928395653498,202.48505875554193,-0.6051803828392905,-0.8980454217628563,2.172983437020809,2.8592202608145953,Neutral
AAPL,Daily,2025-06-30,205.17,203.09292025978908,201.35849689332105,201.36935215115068,202.63848396951096,-0.37095449806958003,-0.7926272370242011,2.1869748527710082,2.736993822988488,Neutral
AAPL,Daily,2025-07-01,207.82,205.45646012989454,202.65079751465683,201.9836995653268,202.9345705998246,-0.0789487712287098,-0.6498915438651028,2.2556984354788083,2.649485570714001,Neutral
AAPL,Daily,2025-07-02,212.44,208.94823006494727,204.60863801172547,202.97953770196233,203.47773799412033,0.3310328937014953,-0.45370665635178326,2.4201107995288416,2.6077810668621533,Strong Buy
AAPL,Daily,2025-07-03,213.55,211.24911503247364,206.3969104093804,203.98624839701353,204.05329582302772,0.6892121761069512,-0.2251228898600364,2.5754414381625086,2.6019011343713085,Strong Buy
AAPL,Daily,2025-07-07,209.95,210.5995575162368,207.10752832750435,204.55422474015512,204.39025034742613,0.8202695263688432,-0.016044406614260487,2.605349258184977,2.6025280659737935,Strong Buy
AAPL,Daily,2025-07-08,210.01,210.3047787581184,207.6880226620035,205.07382238394987,204.71137889900177,0.915244308187616,0.17021333634611482,2.618632570378467,2.605456157683734,Strong Buy
AAPL,Daily,2025-07-09,211.14,210.7223893790592,208.37841812960284,205.65155358547847,205.07872867620168,1.0222106129247273,0.34061279166183733,2.644597218559398,2.6125727142065815,Strong Buy
AAPL,Daily,2025-07-10,212.41,211.5661946895296,209.18473450368228,206.29521514876623,205.497658466133,1.1424262125478117,0.5009754758390322,2.684616582769364,2.6256715993998148,Strong Buy
AAPL,Daily,2025-07-11,211.16,211.3630973447648,209.57978760294583,206.7585279917409,205.82122083949685,1.174907601168924,0.6357619009050106,2.6734719552078605,2.634362573183096,Strong Buy
AAPL,Daily,2025-07-14,208.62,209.9915486723824,209.3878300823567,206.93581104014652,205.98115107723987,1.0894427914447196,0.7264980790129525,2.586159137014945,2.6255983120616135,Strong Buy
AAPL,Daily,2025-07-15,209.11,209.5507743361912,209.33226406588537,207.14287665537066,206.1599424442547,1.028804011785699,0.7869592655675018,2.5102945275965864,2.604633987613427,Neutral
AAPL,Daily,2025-07-16,210.16,209.8553871680956,209.49781125270832,207.43022173581153,206.38851716172584,1.009666437552101,0.8315006999644217,2.458754060490855,2.578110364500232,Neutral
AAPL,Daily,2025-07-17,210.02,209.9376935840478,209.60224900216667,207.67686728478188,206.5960304667701,0.9776856179817047,0.8607376835678784,2.398178935544136,2.5453955592354873,Neutral
AAPL,Daily,2025-07-18,211.18,210.5588467920239,209.91779920173337,208.0104989719455,206.85797158295463,0.9856345303599132,0.8857170529262854,2.36295259629742,2.5122241114285657,Neutral
AAPL,Daily,2025-07-21,212.48,211.51942339601194,210.43023936138673,208.43616573652213,207.17923034964292,1.0298900900724806,0.9145516603555245,2.352920213172596,2.483259766291116,Strong Buy
AAPL,Daily,2025-07-22,214.4,212.95971169800598,211.2241914891094,209.00414995209144,207.59184575823474,1.1252966733399647,0.9567006629524126,2.379708543810066,2.4644322712945614,Strong Buy
AAPL,Daily,2025-07-23,214.15,213.554855849003,211.80935319128753,209.4942309090351,207.96659742919275,1.1770756170836723,1.0007756537786647,2.3838385018948376,2.4497788586764297,Strong Buy
AAPL,Daily,2025-07-24,213.76,213.6574279245015,212.19948255303004,209.90049463198415,208.29764900466745,1.1890214073269596,1.0384248044883237,2.3651189057659714,2.434386139965437,Strong Buy
AAPL,Daily,2025-07-25,213.88,213.76871396225073,212.53558604242406,210.27949514322373,208.61664049011503,1.1890360866478287,1.0685470609202248,2.3395794537285703,2.417148560649643,Strong Buy
AAPL,Daily,2025-07-28,214.05,213.90935698112537,212.83846883393926,210.6385908438691,208.92711817639417,1.1816240599675258,1.091162460729685,2.309582825523673,2.397591154263103,Strong Buy
AAPL,Daily,2025-07-29,211.27,212.58967849056268,212.52477506715144,210.69872504921491,209.06099713774307,1.0575755368568014,1.0844450759551083,2.2030132064991523,2.362213345578748,Neutral
AAPL,Daily,2025-07-30,209.05,210.81983924528134,211.82982005372116,210.54170361595635,209.060368729872,0.8646890983676411,1.040493880437615,2.0446963409454897,2.3044829810999734,Neutral Sell
AAPL,Daily,2025-07-31,207.57,209.19491962264067,210.97785604297695,210.2586842239605,208.97520480245075,0.6477107346812607,0.9619372512863442,1.861138054461039,2.223874812620167,Neutral
AAPL,Daily,2025-08-01,202.38,205.78745981132033,209.25828483438158,209.5083333454881,208.59833595659643,0.27299728721870486,0.8241492584728164,1.5621464430292553,2.1035605636036374,Neutral
AAPL,Daily,2025-08-04,203.35,204.56872990566018,208.0766278675053,208.92182540782258,208.29843104479093,0.012036483776594746,0.6617267035335721,1.3237531734119623,1.9617774017506053,Neutral
AAPL,Daily,2025-08-05,202.92,203.7443649528301,207.04530229400424,208.35022298802994,207.9910921279457,-0.20985974699741916,0.4874094134273738,1.1018545120962338,1.8054277854498104,Strong Sell
AAPL,Daily,2025-08-06,213.25,208.49718247641505,208.2862418352034,208.81686841774138,208.29160114920595,0.014357481342589984,0.3927990270104171,1.175760718290145,1.690942864148053,Neutral Buy
AAPL,Daily,2025-08-07,220.03,214.26359123820754,210.63499346816275,209.88478571128982,208.96236679782277,0.4470230175599133,0.4036438251203163,1.4009128928093868,1.6382101420864772,Strong Buy
AAPL,Daily,2025-08-08,229.35,221.80679561910375,214.3779947745302,211.73861564354792,210.12737440937576,1.1279765950441676,0.5485103791050866,1.8100082556867758,1.6694461627410768,Strong Buy
AAPL,Daily,2025-08-11,227.18,224.49339780955188,216.9383958196242,213.20922367749574,211.10181015741142,1.5601087281675907,0.7508300489175874,2.0999414364130944,1.7477180306814435,Strong Buy
AAPL,Daily,2025-08-12,229.65,227.07169890477593,219.48071665569938,214.7750118986866,212.16170671984503,1.9667632004365472,0.9940166792213794,2.3941038872319123,1.8652427318724378,Strong Buy
AAPL,Daily,2025-08-13,233.33,230.20084945238796,222.25057332455953,216.54215362262124,213.37132347871102,2.391412950912899,1.2734959335596834,2.717582812383244,2.020213655601675,Strong Buy
AAPL,Daily,2025-08-14,232.78,231.49042472619396,224.35645865964764,218.0886151823716,214.48039070849896,2.6705623498191344,1.5529092168115737,2.967144119623792,2.1923828308784237,Strong Buy
AAPL,Daily,2025-08-15,231.59,231.540212363097,225.80316692771814,219.37446135547904,215.4580826680133,2.811611156350585,1.804649604719376,3.137646151185166,2.3642488891160127,Strong Buy
AAPL,Daily,2025-08-18,230.89,231.2151061815485,226.82053354217453,220.47117932162388,216.3399065155554,2.862151594331796,2.01615000264186,3.250745880988833,2.5254301603656164,Strong Buy
AAPL,Daily,2025-08-19,230.56,230.88755309077425,227.56842683373964,221.43201938623113,217.1524832860951,2.8553729949750006,2.1839946011084885,3.32262740721915,2.670375114338986,Strong Buy
AAPL,Daily,2025-08-20,226.01,228.44877654538712,227.2567414669917,221.86801753992341,217.65862709831822,2.6551824472652275,2.2782321703398365,3.26205428417778,2.7779531452187665,Neutral
AAPL,Daily,2025-08-21,224.9,226.67438827269356,226.78539317359338,222.15677777421644,218.07241983555718,2.428671069870237,2.3083199502459166,3.1670495182172047,2.8486979403093917,Neutral Sell
AAPL,Daily,2025-08-22,227.76,227.2171941363468,226.9803145388747,222.69041798619583,218.62599584495393,2.324798428375371,2.311615645871808,3.1363957816295334,2.9010066387312357,Neutral Buy
AAPL,Daily,2025-08-25,227.16,227.1885970681734,227.01625163109975,223.116092463701,219.11365322524227,2.195347977406831,2.2883621121788127,3.079669188031868,2.933490738604078,Neutral
AAPL,Daily,2025-08-26,229.31,228.2492985340867,227.4750013048798,223.70598841953898,219.6963016123713,2.1445488034874125,2.2595994504405326,3.064979666520817,2.9573978164071213,Neutral
AAPL,Daily,2025-08-27,230.49,229.36964926704337,228.07800104390387,224.3520847605353,220.31308437737863,2.1212526325604117,2.2319300868645087,3.0634375237126292,2.976677763189941,Neutral
AAPL,Daily,2025-08-28,232.56,230.9648246335217,228.9744008351231,225.13379097381764,221.0129081272427,2.1506789159231805,2.215679852676243,3.093428916631424,2.997905245633847,Neutral
AAPL,Daily,2025-08-29,232.14,231.55241231676084,229.6075206680985,225.8010489763112,221.6487419485431,2.1334570507620665,2.199235292293408,3.0931336546612553,3.0152195018206482,Neutral
AAPL,Daily,2025-09-02,229.72,230.63620615838042,229.63001653447878,226.1742824071387,222.10995669434064,2.010498227547055,2.161487879344137,3.021358193539581,3.016335627587727,Neutral
AAPL,Daily,2025-09-03,238.47,234.5531030791902,231.39801322758302,227.34530313026835,223.0448163118069,2.1954199759067072,2.1682742986566512,3.145573819711757,3.0398334807011866,Strong Buy
AAPL,Daily,2025-09-04,239.78,237.1665515395951,233.07441058206643,228.5295599750047,224.00111252256076,2.3578081808471065,2.2061810750947424,3.2641378581707303,3.0806160947865577,Strong Buy
AAPL,Daily,2025-09-05,239.69,238.42827576979755,234.39752846565318,229.59245902500425,224.89762037841442,2.4524642898208584,2.255437718039966,3.3461939972583505,3.1289029861450652,Strong Buy
AAPL,Daily,2025-09-08,237.88,238.15413788489877,235.09402277252255,230.38174864167053,225.63947064250502,2.434852479368934,2.2913206703057596,3.358651414615335,3.170675427685114,Strong Buy
AAPL,Daily,2025-09-09,234.35,236.2520689424494,234.94521821801806,230.7596773424638,226.13721517721902,2.2718733169147813,2.287431199627564,3.273010179999094,3.1892817462876555,Neutral
AAPL,Daily,2025-09-10,226.79,231.5210344712247,233.31417457441447,230.3816128336577,226.1745171670922,1.8594354407406612,2.201832047850184,3.0118275843506135,3.157017353208193,Neutral Sell
AAPL,Daily,2025-09-11,230.03,230.77551723561237,232.65733965953157,230.34812589711888,226.39483047182978,1.6263565933024111,2.0867369569406296,2.8483012743690805,3.100887157055627,Neutral
AAPL,Daily,2025-09-12,234.07,232.42275861780618,232.93987172762527,230.70259009739326,226.8334115877252,1.5641452445778592,1.9822186144680756,2.7864236354188576,3.0437119713034866,Neutral
AAPL,Daily,2025-09-15,236.7,234.5613793089031,233.69189738210022,231.2737719928796,227.3972166398552,1.5874953647589767,1.9032739645262557,2.7782558720871107,2.995447225991418,Neutral Buy
AAPL,Daily,2025-09-16,238.15,236.35568965445157,234.5835179056802,231.9286508507006,228.01166140329204,1.6365969174517498,1.8499385551113547,2.7889889308739613,2.95790935415188,Neutral
AAPL,Daily,2025-09-17,238.99,237.6728448272258,235.46481432454416,232.601160293491,228.63899503738963,1.684197423612897,1.8167903288116634,2.802066120343753,2.9295742207322206,Neutral
AAPL,Daily,2025-09-18,237.88,237.7764224136129,235.94785145963533,233.10390693220617,229.1670524638245,1.6638084071522758,1.786193944479786,2.773840481095775,2.9012589953437757,Neutral
AAPL,Daily,2025-09-19,245.5,241.63821120680643,237.85828116770827,234.28448722437702,230.10036375160595,1.8860226864155065,1.8061596928669301,2.9045318915412857,2.901854067379687,Strong Buy
AAPL,Daily,2025-09-22,256.08,248.8591056034032,241.50262493416665,236.36025034586493,231.5849143943713,2.3895994505663953,1.9228476444068232,3.2288591609045936,2.9613095389296697,Strong Buy
AAPL,Daily,2025-09-23,254.43,251.6445528017016,244.08809994733332,238.081178884354,232.8903478575501,2.694497531876909,2.0771776219008404,3.454820514725745,3.0510388072562287,Strong Buy
AAPL,Daily,2025-09-24,252.31,251.9772764008508,245.73247995786664,239.4363047048917,234.0000422656901,2.8280486039400614,2.227351818308685,3.5855379082844117,3.1482204619886254,Strong Buy
AAPL,Daily,2025-09-25,256.87,254.4236382004254,247.95998396629332,241.09665663775917,235.30689699336494,3.045965933857896,2.3910746414185273,3.773888842576839,3.2619783493683,Strong Buy
AAPL,Daily,2025-09-26,255.46,254.94181910021268,249.45998717303468,242.46459410082971,236.45850287945836,3.13193352172995,2.539246417480812,3.8858233881103645,3.375404720048675,Strong Buy
AAPL,Daily,2025-09-29,254.43,254.68590955010635,250.45398973842774,243.60415656741736,237.48544557206074,3.1276183063976095,2.656920795264172,3.9395782205817897,3.4779817201456047,Strong Buy
AAPL,Daily,2025-09-30,254.63,254.65795477505316,251.28919179074222,244.65423689432998,238.4651343965144,3.0931667150727966,2.744169979225897,3.968826358404725,3.5672261998290806,Strong Buy
AAPL,Daily,2025-10-01,255.45,255.05397738752657,252.1213534325938,245.68240480915568,239.43569814528502,3.055601293175417,2.806456242015801,3.9898586697920497,3.6440684670950745,Neutral
AAPL,Daily,2025-10-02,257.13,256.09198869376326,253.12308274607506,246.77265197018846,240.44680110841156,3.04334126234893,2.853833246082427,4.0215173422611175,3.7126955353070823,Neutral
AAPL,Daily,2025-10-03,258.02,257.0559943468816,254.10246619686006,247.84382797302766,241.45098390221662,3.0255757984788247,2.888181756561707,4.04560539748235,3.7732246011571307,Neutral
AAPL,Daily,2025-10-06,256.69,256.8729971734408,254.61997295748805,248.68632054702502,242.32178482208997,2.933613111966911,2.8972680276427476,4.01751003423097,3.817640134443283,Neutral
AAPL,Daily,2025-10-07,256.48,256.6764985867204,254.99197836599046,249.42857573302265,243.1308256893991,2.8206365161264197,2.881941725339482,3.967917342992311,3.8449632632703787,Neutral
AAPL,Daily,2025-10-08,258.06,257.36824929336024,255.60558269279238,250.25061613940144,243.98392136429058,2.7489967149176344,2.855352723255113,3.9371405568215687,3.8617227711887767,Neutral
AAPL,Daily,2025-10-09,254.04,255.7041246466801,255.29246615423392,250.61150984041083,244.55855442918826,2.534509144395803,2.791184007483251,3.8075883656341762,3.851880151997031,Neutral
AAPL,Daily,2025-10-10,245.27,250.48706232334007,253.28797292338714,250.10279461751458,244.59920846180609,2.061266623713309,2.6452005307292628,3.494083658000358,3.786826243997636,Neutral Sell
AAPL,Daily,2025-10-13,247.66,249.07353116167002,252.16237833870974,249.8701475110846,244.77411083541716,1.7424289233355574,2.464646209250522,3.2592649776501377,3.690906013752636,Neutral
AAPL,Daily,2025-10-14,247.77,248.42176558083503,251.28390267096782,249.67013346240986,244.94530450196476,1.476260396522324,2.266969046704882,3.0437182869529615,3.573235517970877,Neutral
AAPL,Daily,2025-10-15,249.34,248.8808827904175,250.89512213677426,249.6386921802756,245.19642995899534,1.3008515107892646,2.0737455395217586,2.8769564506549687,3.4466393239134385,Neutral
AAPL,Daily,2025-10-16,247.45,248.16544139520875,250.20609770941942,249.43024530596364,245.32520538990988,1.0884510142934882,1.8766866344761044,2.679131031382867,3.3070923616351524,Neutral
AAPL,Daily,2025-10-17,252.29,250.22772069760435,250.62287816753556,249.70260289587188,245.7231936533436,1.0638989813882551,1.7141291038585347,2.5994038923737555,3.178421730860353,Neutral
AAPL,Daily,2025-10-20,262.24,256.2338603488022,252.94630253402846,250.89664071531266,246.6670111588668,1.3478807317815893,1.640879429443146,2.726194391256786,3.0961985782051586,Neutral Buy
AAPL,Daily,2025-10-21,262.77,259.5019301744011,254.91104202722278,252.02743683766383,247.58718194978871,1.5691366886921667,1.6265308812929502,2.830805611355891,3.0479453115052912,Neutral
AAPL,Daily,2025-10-22,258.45,258.9759650872005,255.61883362177824,252.63910951979108,248.20791440980076,1.5872280441682132,1.6186703138680028,2.818232455437109,3.0061793376747126,Neutral
AAPL,Daily,2025-10-23,259.58,259.2779825436003,256.4110668974226,253.3001467083824,248.85774787209786,1.6180599978368861,1.6185482506617794,2.8157108779850004,2.9715487086402197,Neutral
AAPL,Daily,2025-10-24,262.82,261.0489912718001,257.6928535179381,254.20679940282218,249.65559085083513,1.7240066726878434,1.6396399350669923,2.8646990027106387,2.952121489380296,Strong Buy
AAPL,Daily,2025-10-27,268.81,264.9294956359,259.9162828143505,255.5975804120772,250.7501285165017,1.9714340901653198,1.7059987660866578,3.011990786432513,2.9630068161170624,Strong Buy
AAPL,Daily,2025-10-28,269.0,266.96474781795,261.7330262514804,256.8740013252127,251.7929783155587,2.1456114459717255,1.7939213020636715,3.125654549540438,2.9925791312849483,Strong Buy
AAPL,Daily,2025-10-29,269.7,268.332373908975,263.3264210011843,258.0955250085258,252.81623669752676,2.276550342616642,1.8904471101742657,3.220010494914305,3.0339302883084676,Strong Buy
AAPL,Daily,2025-10-30,271.4,269.8661869544875,264.94113680094745,259.36261786485665,253.87816602909666,2.402663651292244,1.9928904183978615,3.3169511015063,3.0853886179808003,Strong Buy
AAPL,Daily,2025-10-31,270.37,270.11809347724375,266.02690944075795,260.41093997296554,254.82055654171972,2.440690296909302,2.0824503941001495,3.3621565011515955,3.135710051284581,Strong Buy
AAPL,Daily,2025-11-03,269.05,269.58404673862185,266.63152755260637,261.2337075945879,255.6336675964786,2.4014386456698844,2.1462480444140963,3.3571634697907413,3.175974309194792,Strong Buy
AAPL,Daily,2025-11-04,270.04,269.81202336931096,267.31322204208516,262.07240210938903,256.45688659096555,2.372262747711693,2.1914509850736157,3.3546030222784644,3.208452257028187,Neutral
AAPL,Daily,2025-11-05,270.14,269.9760116846555,267.87857763366816,262.8407447656377,257.2387787857675,2.3245042141688272,2.218061630892658,3.3366252456292695,3.2317564367738383,Neutral
AAPL,Daily,2025-11-06,269.77,269.87300584232776,268.25686210693453,263.50067383557695,257.95484856943796,2.2488259905542454,2.224214502824976,3.296362301974882,3.2435029577194823,Neutral
